wind_speed_max,wind_speed_mean,wind_direction_mean,air_temp,barometric_pressure,depth,water_temperature,specific_conductivity,pH,turbidity,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,chlorophylla,phycocyanin,flourescent_dissolved_organic_matter,log_phyco,sqrt_phyco,sqrt_turb,sqrt_DOsat,sqrt_DO,sqrt_chlorophyll
9.2,7.557,52.83,19.88,1019.311,1.13,26.52,280,9.6,14.42,106.1,8.52,2.224,2.483,2.341,1.247893991,1.575753788,3.797367509,10.30048543,2.918903904,1.491308151
9.65,7.446,49.1,19.84,1019.188,1.131,26.52,280,9.6,13.92,106.4,8.55,2.444,2.341,2.343,1.206270163,1.530032679,3.730951621,10.31503757,2.924038303,1.56332978
9.55,7.592,45.2,19.83,1019.291,1.131,26.52,279.7,9.6,14.4,106.7,8.57,2.45,2.362,2.33,1.212536035,1.536879956,3.794733192,10.32956921,2.927456234,1.565247584
9.1,7.05,45.68,19.88,1019.041,1.131,26.51,279.3,9.6,14.78,106.6,8.56,1.887,2.352,2.294,1.209557183,1.533623161,3.844476557,10.3247276,2.925747768,1.373681186
8.85,6.837,46.39,20.1,1019.282,1.133,26.51,279.9,9.61,14.59,107,8.6,2.149,2.454,2.316,1.23953298,1.566524816,3.819685851,10.34408043,2.93257566,1.465946793
8.65,6.688,38.53,20.41,1019.548,1.14,26.51,279.6,9.62,13.51,107.8,8.66,2.277,2.503,2.313,1.253619744,1.582087229,3.67559519,10.38267788,2.942787794,1.508973161
8.35,6.619,40.46,20.64,1019.526,1.137,26.52,279.4,9.62,11.77,108,8.68,2.281,2.602,2.302,1.281489247,1.613071604,3.43074336,10.39230485,2.946183973,1.510297984
8.85,6.682,39.5,20.83,1019.459,1.132,26.53,279.2,9.64,13.83,108.7,8.73,2.317,2.575,2.298,1.273965176,1.604680654,3.718870796,10.42592922,2.954657341,1.522169504
8.5,6.728,39.7,21.02,1019.568,1.138,26.54,278.8,9.65,14.83,110.2,8.85,2.136,2.533,2.283,1.262147368,1.591540135,3.850973903,10.49761878,2.974894956,1.461506073
8.85,6.765,41.1,21.17,1019.684,1.138,26.56,279.1,9.64,12.8,110.6,8.87,2.088,2.563,2.278,1.270602887,1.600937226,3.577708764,10.51665346,2.978254522,1.444991349
8.35,6.356,42.02,21.29,1019.626,1.137,26.58,279.6,9.65,15.2,111.6,8.95,2.3,2.446,2.257,1.237214138,1.563969309,3.898717738,10.56409012,2.99165506,1.516575089
7.95,6.495,39.22,21.4,1019.221,1.131,26.6,279.4,9.66,22.58,112.6,9.03,3.203,2.355,2.227,1.21045177,1.534600925,4.751841748,10.61131472,3.00499584,1.789692711
8.05,6.33,46.13,21.5,1018.997,1.13,26.62,279.1,9.67,13.49,113.4,9.09,2.073,2.442,2.227,1.236052698,1.562689988,3.672873534,10.64894361,3.014962686,1.439791652
7.3,6,49.46,21.66,1019.078,1.131,26.64,279.1,9.68,13.55,114.3,9.16,2.149,2.616,2.217,1.285368443,1.61740533,3.681032464,10.69111781,3.02654919,1.465946793
7.55,5.573,43.3,21.94,1019.194,1.131,26.66,278.8,9.69,13.78,115,9.22,2.21,2.638,2.175,1.29143408,1.624192107,3.712142239,10.72380529,3.03644529,1.486606875
7.2,5.687,43.15,22.23,1019.122,1.132,26.7,278.5,9.7,15.1,115.9,9.28,2.044,2.585,2.131,1.276758474,1.607793519,3.885871846,10.76568623,3.046309242,1.42968528
7.25,5.608,40.88,22.5,1019.06,1.139,26.76,278.2,9.72,14.14,117.9,9.43,2.214,2.302,2.075,1.194528345,1.517234326,3.760319135,10.85817664,3.070830507,1.487951612
6.85,5.302,48.63,22.76,1018.843,1.138,26.79,277.8,9.72,13.58,119,9.51,2.09,2.333,2.019,1.203872799,1.527416119,3.685105155,10.90871211,3.083828789,1.445683229
6.75,5.158,58.76,22.94,1018.69,1.131,26.82,277.4,9.73,13.3,119.7,9.56,2.255,2.341,1.976,1.206270163,1.530032679,3.646916506,10.94074952,3.091924967,1.501665742
6.4,5.019,70.1,23.08,1018.559,1.13,26.88,277,9.74,13.35,121.1,9.66,2.316,2.387,1.888,1.219944574,1.544991909,3.653765181,11.00454452,3.108054054,1.52184099
6.45,5.192,80.6,23.09,1018.491,1.13,26.9,276.4,9.74,13.69,121.6,9.7,2.586,2.55,1.891,1.266947603,1.596871942,3.7,11.027239,3.1144823,1.608104474
6,4.489,74.45,23.42,1018.449,1.131,26.94,276.3,9.76,13.86,122.8,9.8,2.646,2.388,1.842,1.220239777,1.545315502,3.722902094,11.08151614,3.130495168,1.626653005
5.5,4.358,81.3,23.55,1018.257,1.131,27,275.5,9.77,12.6,124.7,9.93,2.496,2.409,1.781,1.226418993,1.552095358,3.54964787,11.16691542,3.151190251,1.579873413
6.1,3.548,80.3,23.9,1018.137,1.13,27.08,275,9.78,13.04,126.3,10.05,2.464,2.48,1.667,1.247032294,1.574801575,3.611094017,11.23832728,3.170173497,1.56971335
4.6,3.446,93.3,24.16,1018.211,1.13,27.13,274.2,9.79,14.16,127.9,10.16,2.756,2.544,1.56,1.265256033,1.594992163,3.762977544,11.30928822,3.18747549,1.660120478
4.95,3.611,91.6,24.18,1017.95,1.131,27.21,274.3,9.8,12.17,130.1,10.32,2.835,2.508,1.492,1.255046075,1.583666632,3.488552709,11.4061387,3.212475681,1.683745824
5.1,3.421,96,24.42,1017.743,1.127,27.26,273.9,9.81,12.36,132.1,10.47,3.151,2.487,1.411,1.249041768,1.577022511,3.515679166,11.49347641,3.235737937,1.775105631
5.05,3.919,101.6,24.18,1017.764,1.123,27.34,273.4,9.82,12.63,133.6,10.57,2.859,2.369,1.314,1.214615964,1.539155613,3.553871129,11.55854662,3.251153641,1.69085777
5.35,4.393,91.3,24.06,1017.601,1.128,27.39,273,9.82,12.08,134.9,10.67,3.084,2.497,1.214,1.251905458,1.580189862,3.475629439,11.61464593,3.266496594,1.756132113
6,4.694,78.09,24,1017.672,1.129,27.41,273.1,9.83,12.22,135.9,10.75,2.965,2.5,1.198,1.252762968,1.58113883,3.495711659,11.65761554,3.278719262,1.721917536
6.35,4.576,88.7,24.22,1017.729,1.127,27.38,273.2,9.84,12.21,136.7,10.81,2.804,2.527,1.248,1.260447651,1.58965405,3.494281042,11.69187752,3.287856445,1.674514855
5.9,4.655,99.1,24.16,1017.713,1.123,27.39,273.3,9.83,12.85,137.2,10.85,2.81,2.567,1.27,1.271724906,1.602186007,3.584689666,11.71324037,3.293933818,1.676305461
5.65,4.268,91.6,24.51,1017.512,1.127,27.38,273.6,9.84,12.96,138.1,10.92,2.955,2.532,1.317,1.261864283,1.591225942,3.6,11.75159564,3.304542328,1.719011344
5.85,4.439,83.4,24.61,1017.142,1.12,27.39,273.9,9.85,13.21,139.7,11.04,2.642,2.601,1.336,1.281211585,1.612761607,3.634556369,11.81947545,3.322649545,1.625423022
5.4,4.16,86.6,24.78,1017.065,1.121,27.39,274,9.85,13.07,140.3,11.09,2.595,2.546,1.387,1.265820208,1.595619002,3.615245497,11.8448301,3.330165161,1.610900369
5.45,4.16,86.7,25.05,1016.948,1.12,27.39,274.1,9.86,12.49,141.5,11.19,3.019,2.632,1.403,1.289783461,1.622343983,3.534119409,11.89537725,3.345145737,1.737526978
5.6,4.389,88.3,24.92,1016.871,1.118,27.38,274.5,9.87,13.7,142.3,11.26,2.867,2.685,1.461,1.304270526,1.638596961,3.701351105,11.92895637,3.355592347,1.693221781
6.15,4.603,83.7,24.92,1016.751,1.119,27.35,274.8,9.87,13.57,142.3,11.26,3.374,2.694,1.495,1.306709882,1.641340915,3.683748091,11.92895637,3.355592347,1.836845121
5.9,4.729,83.3,24.74,1016.502,1.117,27.29,274.7,9.86,13.24,140.2,11.11,5.145,2.619,1.505,1.286197745,1.618332475,3.63868108,11.84060809,3.333166662,2.268259244
7.25,5.184,91.8,24.55,1016.426,1.11,27.26,274.5,9.86,13.56,139.7,11.07,2.743,2.63,1.521,1.289232648,1.621727474,3.682390528,11.81947545,3.327160952,1.656200471
7.05,5.697,91.8,24.31,1016.477,1.109,27.22,274.2,9.84,13.56,138,10.95,3.038,2.638,1.519,1.29143408,1.624192107,3.682390528,11.74734012,3.309078422,1.742985944
7.35,6.196,91.3,24.11,1016.405,1.111,27.2,273.9,9.83,13.43,135.6,10.76,3.239,2.513,1.495,1.256470373,1.585244461,3.66469644,11.6447413,3.280243893,1.799722201
8,6.449,98.1,23.81,1016.588,1.109,27.19,273.7,9.81,12.65,134.3,10.66,2.633,2.394,1.492,1.222009167,1.547255635,3.556683849,11.58878768,3.264965543,1.62265215
8.7,6.832,90.3,23.67,1016.572,1.11,27.16,273.9,9.81,13.25,134.1,10.65,3.125,2.565,1.513,1.271164054,1.601561738,3.640054945,11.58015544,3.263433774,1.767766953
8.45,6.774,92.9,23.54,1016.643,1.108,27.13,273.8,9.8,12.96,132.8,10.55,2.482,2.522,1.51,1.25902901,1.588080602,3.6,11.52388823,3.248076354,1.575436447
9.55,7,92.8,23.37,1016.659,1.108,27.11,273.9,9.79,12.7,131,10.41,2.431,2.311,1.545,1.197250259,1.520197356,3.563705936,11.44552314,3.226453161,1.559166444
9.55,7.406,92.1,23.18,1016.514,1.101,27.08,273.8,9.79,14.09,129.7,10.32,2.692,2.295,1.579,1.192406168,1.514925741,3.753664876,11.38859078,3.212475681,1.640731544
8.5,7.296,86,23.12,1016.401,1.102,27.05,273.9,9.79,13.29,128.7,10.23,2.64,2.34,1.596,1.205970807,1.529705854,3.645545227,11.34460224,3.198437118,1.624807681
8.9,7.314,82.1,23.21,1016.442,1.108,27.03,274,9.78,13.67,127.3,10.13,2.961,2.269,1.601,1.184484128,1.506320019,3.697296309,11.28273017,3.182766093,1.720755648
9.15,7.496,84.1,23.27,1016.463,1.11,27.02,274,9.77,12.94,126.4,10.06,2.799,2.392,1.598,1.221419718,1.546609194,3.59722115,11.24277546,3.171750305,1.673021219
9.35,7.353,87,23.21,1016.621,1.107,27,274,9.77,9.56,125.9,10.03,3.01,2.331,1.584,1.203272559,1.526761278,3.091924967,11.22051692,3.167017524,1.734935157
9.35,7.47,83.4,23.26,1016.859,1.103,26.98,274.1,9.77,12.32,125.3,9.98,2.675,2.376,1.618,1.216691577,1.541427909,3.509985755,11.19374826,3.1591138,1.635542723
9,7.208,85.1,23.35,1017.021,1.109,26.96,274.1,9.76,17.27,124.8,9.95,2.904,2.355,1.614,1.21045177,1.534600925,4.155718951,11.17139204,3.154362059,1.704112672
9,7.205,86.7,23.42,1016.887,1.111,26.95,274.1,9.76,15.3,124.2,9.9,2.665,2.44,1.589,1.235471471,1.562049935,3.911521443,11.14450537,3.146426545,1.632482772
9.15,7.368,88,23.42,1017.018,1.109,26.93,274.2,9.76,21,123.8,9.87,3.078,2.54,1.603,1.264126727,1.593737745,4.582575695,11.12654484,3.141655614,1.754422982
9.35,7.071,90.1,23.39,1017.034,1.11,26.91,273.8,9.76,21.67,123.5,9.86,3.252,2.502,1.603,1.253334234,1.581771159,4.655104725,11.11305539,3.140063694,1.803330253
8.95,7.082,91.5,23.21,1016.931,1.107,26.88,272.9,9.75,14.81,123.3,9.83,3.446,2.457,1.633,1.240401161,1.567482057,3.848376281,11.10405331,3.135283081,1.856340486
9.75,7.377,97.7,23.26,1017.017,1.105,26.86,273.9,9.75,24.38,122.9,9.81,2.926,2.441,1.639,1.235762127,1.562369995,4.937610758,11.08602724,3.132091953,1.710555465
9.3,7.337,94.8,23.3,1017.224,1.116,26.85,275.5,9.75,15,122,9.75,3.001,2.539,1.662,1.263844201,1.593423986,3.872983346,11.04536102,3.122498999,1.732339459
8.65,7.176,101.8,23.23,1017.342,1.109,26.84,274.2,9.75,15.03,121.8,9.73,2.9,2.533,1.669,1.262147368,1.591540135,3.876854395,11.03630373,3.119294792,1.702938637
9.55,7.735,103.8,23.18,1017.182,1.11,26.73,274.6,9.74,15.31,118.9,9.51,2.917,2.532,1.78,1.261864283,1.591225942,3.912799509,10.90412766,3.083828789,1.707922715
9.7,7.4,102.6,23.31,1017.21,1.109,26.72,274.9,9.74,19.9,118.5,9.49,3.284,2.63,1.774,1.289232648,1.621727474,4.460941605,10.88577053,3.08058436,1.812181006
8.95,7.338,96.2,23.29,1017.185,1.11,26.7,275,9.74,15.53,117.9,9.44,2.841,2.584,1.8,1.276479495,1.607482504,3.940812099,10.85817664,3.072458299,1.685526624
8.75,7.126,94.7,23.34,1017.124,1.108,26.69,275.2,9.73,17.9,117.6,9.42,2.629,2.631,1.764,1.289508092,1.622035758,4.23083916,10.84435337,3.069201851,1.621419132
8.75,7.194,97.3,23.36,1016.984,1.102,26.68,275.3,9.72,14.35,117.2,9.38,3.051,2.694,1.831,1.306709882,1.641340915,3.788139385,10.82589488,3.062678566,1.746711195
5.75,4.442,113.2,23.33,1016.617,1.102,26.61,275.9,9.71,20.31,114.1,9.15,2.999,2.639,1.897,1.291708919,1.624499923,4.506661736,10.68176015,3.024896692,1.731762108
5.8,4.284,107.2,23.36,1016.621,1.108,26.6,275.2,9.71,18.06,114.1,9.15,2.735,2.684,1.92,1.303999118,1.638291793,4.249705872,10.68176015,3.024896692,1.653783541
5.75,4.341,118.8,23.36,1016.746,1.109,26.59,275.6,9.71,20.63,113.6,9.11,2.978,2.786,1.949,1.331310053,1.669131511,4.54202598,10.65833008,3.018277655,1.725688268
5.65,4.153,131,23.25,1016.799,1.107,26.57,275.7,9.71,16.64,113.4,9.1,2.282,2.704,1.95,1.309413317,1.644384383,4.079215611,10.64894361,3.016620626,1.510629008
4.7,3.218,143.1,23.14,1016.659,1.103,26.56,275.9,9.7,17.23,112.9,9.06,2.469,2.751,2.005,1.322022471,1.658613879,4.150903516,10.62544117,3.009983389,1.57130519
3.7,2.555,131.2,23.11,1016.439,1.108,26.54,276.5,9.7,19.37,112.4,9.02,2.549,2.727,2.027,1.31560362,1.651363073,4.401136217,10.60188662,3.003331484,1.596558799
3.65,2.502,112,23.14,1016.26,1.107,26.54,275.7,9.69,20.57,111.9,8.99,2.896,2.763,2.025,1.325216512,1.662227421,4.535416188,10.57827963,2.99833287,1.701763791
4.3,3.044,121.8,23.07,1016.277,1.1,26.53,274.5,9.69,19.57,111.8,8.98,2.649,2.853,2.029,1.348852066,1.689082591,4.423799272,10.57355191,2.996664813,1.627574883
5.25,3.787,130.5,22.97,1016.257,1.103,26.52,275.1,9.69,16.6,111.3,8.94,3.288,2.832,2.051,1.34338686,1.682854717,4.074309757,10.54988152,2.989983278,1.813284313
4.7,3.738,143.1,22.89,1016.388,1.108,26.51,274.6,9.68,13.85,110.7,8.89,2.621,2.814,2.065,1.338678507,1.677498137,3.721558813,10.52140675,2.981610303,1.618950277
4.65,3.494,159.1,22.87,1016.526,1.109,26.5,275.4,9.68,19.74,110.3,8.86,3.021,2.792,2.068,1.332893584,1.670927886,4.442971978,10.50238068,2.976575213,1.738102414
3.95,2.859,171.8,22.84,1016.71,1.11,26.49,275.8,9.68,13.75,109.9,8.83,2.783,2.639,2.065,1.291708919,1.624499923,3.708099244,10.48332008,2.971531592,1.668232598
3.4,2.281,172.7,22.92,1016.724,1.109,26.48,276.2,9.67,16.75,109.2,8.77,2.457,2.644,2.074,1.293081979,1.62603813,4.092676386,10.44988038,2.961418579,1.567482057
2.75,1.101,232.8,22.96,1016.794,1.108,26.47,278.1,9.67,18.56,109.4,8.79,2.243,2.662,2.076,1.298009446,1.631563667,4.308131846,10.45944549,2.964793416,1.497664849
2.45,1.273,292.1,22.93,1016.855,1.11,26.48,279.7,9.67,32.37,108.9,8.76,2.326,2.557,2.074,1.268917493,1.599062225,5.689463947,10.43551628,2.959729717,1.525122946
1.85,0.917,226.3,23.46,1017.087,1.11,26.47,278.4,9.67,13.69,108.7,8.74,2.539,2.667,2.05,1.299373889,1.633095221,3.7,10.42592922,2.9563491,1.593423986
3.8,2.714,140.6,24.09,1017.095,1.112,26.48,275.3,9.68,21.37,109.2,8.78,2.53,2.756,2.029,1.323354561,1.660120478,4.622769733,10.44988038,2.963106478,1.590597372
4.1,3.034,145.8,24.03,1017.195,1.117,26.48,275.1,9.68,14.71,109.4,8.79,2.298,2.833,2.026,1.343647786,1.683151805,3.835361782,10.45944549,2.964793416,1.515915565
4.75,3.617,164.2,23.9,1017.243,1.111,26.47,275.2,9.69,15.19,110.3,8.86,2.564,2.791,2.043,1.332629837,1.670628624,3.897435054,10.50238068,2.976575213,1.601249512
5.3,4.309,164.4,23.39,1017.369,1.111,26.47,275.1,9.7,17.2,111.8,8.99,2.551,2.926,2.015,1.367621096,1.710555465,4.147288271,10.57355191,2.99833287,1.597185024
4.85,3.939,162.3,23.26,1017.368,1.111,26.48,275.2,9.7,16.63,111.3,8.95,3.013,2.971,1.985,1.379017952,1.723658899,4.077989701,10.54988152,2.99165506,1.735799528
4.45,3.329,162.3,23.32,1017.443,1.112,26.49,275.2,9.71,13.06,113.3,9.1,2.267,2.886,1.995,1.357380351,1.698823122,3.6138622,10.64424727,3.016620626,1.505656003
4.4,3.498,169.3,23.31,1017.463,1.119,26.5,275.5,9.7,13.04,112.9,9.07,2.309,2.795,2.021,1.333684411,1.67182535,3.611094017,10.62544117,3.011644069,1.519539404
3.75,3.082,171,23.34,1017.401,1.117,26.52,275.2,9.72,15.51,113.9,9.15,2.512,2.883,2.012,1.356608051,1.697939928,3.938273734,10.6723943,3.024896692,1.58492902
3.9,3.034,170.1,23.51,1017.463,1.112,26.55,275.7,9.74,15.47,116.5,9.35,2.574,3,2.026,1.386294361,1.732050808,3.933192088,10.79351657,3.05777697,1.604369035
4,2.917,164.8,23.65,1017.336,1.117,26.59,278,9.76,19.03,119.6,9.6,2.795,3.165,2.08,1.426716276,1.779044687,4.362338822,10.93617849,3.098386677,1.67182535
3.35,2.374,168.2,24.05,1017.332,1.113,26.65,279.6,9.78,13.47,122.1,9.78,2.74,3.41,2.092,1.483874689,1.846618531,3.670149861,11.04988688,3.127299154,1.655294536
3.15,2.289,172.8,24.53,1017.449,1.117,26.73,279.8,9.81,13.8,125.4,10.03,2.849,3.447,2.207,1.492229712,1.856609814,3.714835124,11.19821414,3.167017524,1.687898101
3.55,2.631,157,24.62,1017.181,1.113,26.72,278.9,9.82,17.19,127.7,10.22,3.258,3.376,2.222,1.476135065,1.837389452,4.146082488,11.30044247,3.196873473,1.804993075
3.3,2.368,154.8,24.78,1017.14,1.118,26.72,277.5,9.83,17.01,128.3,10.27,3.336,3.36,2.158,1.472472057,1.833030278,4.124318125,11.32695899,3.204684072,1.826472009
2.65,1.908,141.1,25.17,1017.171,1.119,26.67,278.5,9.81,19.76,126.4,10.12,3.149,3.16,2.086,1.425515074,1.777638883,4.445222154,11.24277546,3.181194744,1.774542194
2.45,1.571,137.6,25.7,1017.219,1.117,26.71,276.6,9.81,34.82,125.7,10.07,3.036,3.149,2.081,1.422867341,1.774542194,5.900847397,11.21160113,3.173326331,1.742412121
2.9,1.916,125.1,26.25,1017.086,1.112,26.7,276.3,9.82,15.64,127.6,10.22,2.859,3.037,2.077,1.395501842,1.742699056,3.954743987,11.296017,3.196873473,1.69085777
3.45,2.362,116.9,25.88,1016.954,1.117,26.63,274.9,9.8,14.62,125.7,10.08,2.708,2.968,2.007,1.378262189,1.722788437,3.823610859,11.21160113,3.174901573,1.645600194
3.15,2.098,114.4,25.9,1017.135,1.111,26.68,274.2,9.84,12.72,131.4,10.52,2.985,3.064,2.051,1.40216771,1.750428519,3.5665109,11.4629839,3.243454948,1.727715254
3.35,2.246,104.2,26.22,1016.988,1.111,26.76,273.4,9.86,11.84,134.4,10.75,2.984,3.156,2.055,1.424553073,1.776513439,3.440930107,11.5931014,3.278719262,1.727425831
3.5,2.53,84.5,26.22,1016.929,1.11,26.83,273.7,9.85,11.76,133.9,10.7,3.817,3.074,1.999,1.404625318,1.753282636,3.42928564,11.57151675,3.271085447,1.953714411
3.9,2.809,77.47,26.48,1016.613,1.11,26.8,272.4,9.85,14.9,134.1,10.71,4.673,2.988,1.831,1.383289852,1.728583235,3.860051813,11.58015544,3.272613634,2.161712284
3.9,3.019,77.11,26.42,1016.435,1.11,26.8,270.5,9.89,13.53,141,11.27,3.196,2.797,1.691,1.334211281,1.672423391,3.678314832,11.87434209,3.357082066,1.787735998
4.3,3.324,88.1,26.13,1016.562,1.11,26.94,270.5,9.92,13.58,146.5,11.67,3.335,2.892,1.673,1.358923164,1.700588134,3.685105155,12.10371844,3.416138171,1.826198237
4.05,3.213,90.5,26.35,1016.564,1.109,27.42,274.2,10.01,14.8,164.2,12.98,4.482,3.472,2.114,1.497835736,1.863330352,3.847076812,12.81405478,3.602776707,2.117073452
4.25,3.43,100.7,26.62,1016.429,1.109,27.29,272.6,10,13.06,161.8,12.81,4.53,3.347,1.919,1.469485952,1.829480801,3.6138622,12.72006289,3.579106034,2.128379665
4.85,3.983,108.3,26.1,1016.34,1.11,27.13,271.4,10,17.5,160.5,12.75,3.709,3.062,1.749,1.401675463,1.749857137,4.183300133,12.66885946,3.570714214,1.925876424
5.25,4.089,113.7,25.69,1016.359,1.11,27.18,271.3,9.98,17.51,156.2,12.39,3.711,2.988,1.655,1.383289852,1.728583235,4.184495191,12.49799984,3.519943181,1.926395598
5.45,4.158,108.5,25.68,1016.143,1.11,27.23,268.9,9.95,23.92,150.5,11.94,3.301,2.664,1.32,1.298555447,1.632176461,4.890807704,12.26784415,3.455430509,1.816865433
4.6,3.829,98.9,26.21,1015.737,1.108,27.22,267.3,9.96,15.83,153.3,12.16,3.19,2.56,1.212,1.269760545,1.6,3.978693253,12.38143772,3.487119155,1.78605711
4.55,3.692,89.2,26.47,1015.722,1.109,27.59,267.8,9.97,11.76,158.5,12.49,3.497,2.448,1.156,1.237794353,1.564608577,3.42928564,12.58967831,3.534119409,1.870026738
4.8,3.857,84.5,26.47,1015.78,1.107,27.61,269,9.98,15.03,159.7,12.59,3.916,2.511,1.115,1.255900897,1.584613518,3.876854395,12.63724654,3.548239,1.978888577
4.85,3.952,84.6,26.71,1015.683,1.101,27.21,264.3,9.94,12.9,147.9,11.73,3.271,2.141,0.755,1.144541221,1.463215637,3.591656999,12.16141439,3.424908758,1.808590611
5.1,4.243,81.5,26.56,1015.581,1.1,27.38,265.1,9.96,13.66,152.1,12.03,3.522,2.354,0.871,1.210153663,1.534275073,3.695943723,12.33288287,3.468429039,1.87669923
5.05,4.213,84.4,26.67,1015.464,1.1,28.35,270.6,10.13,18.08,186.2,14.48,4.473,3.557,1.838,1.516664512,1.88600106,4.252058325,13.64551208,3.805259518,2.114946808
5.05,4.123,79.53,26.46,1015.278,1.1,28.33,270.5,10.13,24.36,186.1,14.47,3.73,3.607,1.88,1.527576886,1.899210362,4.935585072,13.64184738,3.80394532,1.931320792
5.4,4.678,86.3,26.66,1015.179,1.101,28.34,270.4,10.13,19.68,187.3,14.56,3.825,3.63,1.916,1.532556868,1.905255888,4.436214603,13.68575902,3.815756806,1.955760722
5.7,4.627,89.8,26.08,1015.124,1.101,28.32,270.2,10.14,25.31,187.8,14.61,3.877,3.501,1.93,1.504299594,1.871095936,5.030904491,13.70401401,3.822302971,1.969009903
5.4,4.412,83.3,25.76,1015.152,1.1,28.2,270.6,10.12,37.31,185.1,14.43,3.805,3.546,1.88,1.514247725,1.883082579,6.108191222,13.60514609,3.798683983,1.95064092
5.35,4.284,87.3,25.74,1015.254,1.1,28.11,270.5,10.11,18.45,182.7,14.26,3.683,3.388,1.855,1.478873542,1.840652058,4.295346319,13.51665639,3.776241518,1.919114379
5.25,4.372,91.4,25.97,1015.259,1.1,27.99,267.6,10.09,20,179.1,14.01,3.596,3.445,1.781,1.491779869,1.856071119,4.472135955,13.38282481,3.742993454,1.896312211
5.1,4.171,91.6,25.93,1014.992,1.097,27.91,267.2,10.08,18.3,175.8,13.78,3.54,3.266,1.736,1.45067662,1.807207791,4.277849927,13.25895924,3.712142239,1.881488772
4.95,4.112,89.7,25.73,1014.795,1.091,27.82,267.2,10.06,16.23,172.1,13.51,3.498,3.3,1.738,1.458615023,1.816590212,4.028647416,13.11868896,3.67559519,1.870294095
5,3.994,90.9,25.44,1014.644,1.092,27.76,267,10.05,15.25,171.3,13.46,3.262,3.308,1.78,1.460473759,1.818790807,3.905124838,13.08816259,3.668787266,1.806100772
4.95,4.043,93.3,25.32,1014.899,1.099,27.68,264.8,10.04,14.82,167.9,13.21,3.13,3.18,1.769,1.430311247,1.78325545,3.849675311,12.95762324,3.634556369,1.769180601
5.5,4.559,108.4,25.44,1014.82,1.097,27.62,266,10.02,13.44,166.1,13.08,3.336,3.311,1.815,1.461169896,1.819615344,3.666060556,12.8879789,3.616628264,1.826472009
5.3,4.448,109.2,25.07,1014.919,1.093,27.57,264.7,10.02,21.23,164.9,13,3.175,3.235,1.9,1.443383328,1.798610575,4.607602413,12.84133949,3.605551275,1.781852968
5.6,4.634,112.5,25.08,1015.031,1.098,27.47,267.5,9.98,18.13,159.1,12.56,3.181,3.132,1.81,1.418761551,1.769745744,4.257933771,12.61348485,3.544009029,1.783535814
5.8,4.647,112.2,24.83,1015.383,1.099,27.35,266.6,9.95,14.16,152.2,12.04,2.688,3.021,1.694,1.391530628,1.738102414,3.762977544,12.33693641,3.469870315,1.639512123
5.15,4.301,111.2,24.72,1015.562,1.099,27.29,265.1,9.92,11.91,148.3,11.75,2.835,2.946,1.687,1.372702408,1.716391564,3.451086785,12.17784874,3.4278273,1.683745824
5.7,4.767,126.8,24.65,1015.485,1.1,27.24,266.9,9.9,13.04,144.8,11.48,2.755,2.936,1.694,1.370164979,1.713475999,3.611094017,12.03328717,3.388214869,1.659819267
5.8,4.651,125,24.6,1015.327,1.1,27.22,268.7,9.89,12.81,143.8,11.41,2.752,2.993,1.709,1.384542828,1.730028901,3.579106034,11.99166377,3.377869151,1.658915308
5.85,4.867,126.1,24.54,1015.525,1.101,27.19,264.5,9.87,18.74,141.7,11.25,3.18,3.068,1.705,1.403151478,1.751570724,4.328972164,11.90378091,3.354101966,1.78325545
6.45,5.214,127.8,24.46,1015.652,1.101,27.13,263.9,9.85,13.38,138.3,10.99,2.865,2.929,1.601,1.368384941,1.711432149,3.657868232,11.76010204,3.315116891,1.692631088
6.2,5.128,130.8,24.45,1015.792,1.102,27.11,264.5,9.84,15.37,136.3,10.84,2.798,2.937,1.641,1.370419012,1.713767779,3.920459157,11.6747591,3.292415527,1.672722332
6.2,5.11,130.6,24.48,1015.859,1.108,27.07,265.1,9.83,18.87,134.4,10.69,2.897,2.939,1.58,1.370926884,1.714351189,4.343961326,11.5931014,3.269556545,1.702057578
6.6,5.464,133.4,24.4,1015.779,1.109,27.05,264.6,9.81,29.66,132.4,10.53,3.043,2.855,1.539,1.349371007,1.689674525,5.446099522,11.50651989,3.244996148,1.744419674
6.3,4.785,132.6,24.39,1015.824,1.109,27.01,265.6,9.81,15.48,130.9,10.42,2.792,2.798,1.581,1.334474612,1.672722332,3.934463115,11.44115379,3.228002478,1.670927886
6.15,5.042,134.8,24.37,1016.135,1.109,26.99,263.6,9.8,15.24,128.6,10.24,2.529,2.826,1.565,1.341819871,1.681071087,3.903844259,11.340194,3.2,1.590282994
6.7,5.712,138.3,24.33,1016.489,1.108,26.97,264.3,9.79,16.07,127.8,10.18,2.767,2.914,1.617,1.364559869,1.707044229,4.008740451,11.30486621,3.190611227,1.663430191
7.2,5.345,144.1,24.38,1016.607,1.109,26.96,265.8,9.8,16.11,128.1,10.21,2.713,3.014,1.718,1.38978825,1.736087555,4.013726448,11.31812705,3.195309062,1.647118696
5.85,4.477,142.9,24.51,1016.584,1.109,26.95,266.2,9.8,17.49,127.4,10.16,3.012,3.12,1.805,1.415853163,1.766352173,4.182104733,11.28716085,3.18747549,1.735511452
